State,District,Block,Gram Panchayat,Village,SHG Code,SHG Name,SHG NIC Code,SHG Category,Date of Formation,Active Members,Primary Parent CBO (VO),Secondary Parent CBO (CLF),Promoted By,Promoters Name,Co-option Status,Co-option/Revival Date,SHG Type,Special SHG Type,Meeting Frequency,Savings Frequency,Savings Amount,Tenure of Office Bearers (Months),Primary Livelihoods,Secondary Livelihoods,Tertiary Livelihoods,Status (Active/Inactive),1st Account Number,1st Account Type,1st IFSC,1st Branch Name,1st Bank Name,1st Account Opening Date,is_synthetic
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000934314,ALIMBIKA,237724,OTH,14-11-2008,13,KAJIRANGA,KAPOUPAHI,SGSY,,Revived,07-09-2022,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010117013.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,17-01-2009,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000933742,ALIPUB MAHILA SHG,256337,GEN,23-07-2006,10,AKASHI,KAPOUPAHI,SGSY,,Revived,09-08-2017,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010114021.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,02-08-2006,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000935769,ANANDA NAGAR S.H.G,265007,OTH,17-03-2011,9,AKASHI,KAPOUPAHI,SGSY,,Co-opted,28-11-2021,Woman(Regular),-,Weekly,Weekly,25,12,-,-,-,Active,327010201100.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,17-03-2011,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000934593,BAHNIMAN,224257,OTH,15-04-2006,12,MANALISHA,KAPOUPAHI,SGSY,,Revived,09-07-2017,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010113931.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,17-04-2006,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000933611,BAROBHONI SHG,151650,OBC,12-08-2016,10,MANALISHA,KAPOUPAHI,NRLM,,Revived,18-12-2017,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010406222.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,05-10-2017,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000935635,INDIRA SELF HELP GROUP,264912,GEN,01-01-2001,12,AKASHI,KAPOUPAHI,SGSY,,Revived,10-08-2017,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010111295.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,13-11-2001,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000935441,JIBAN JYOTI MADAN KAMDEV,245674,OBC,05-01-2016,12,MANALISHA,KAPOUPAHI,NRLM,,Revived,22-08-2018,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010364850.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,08-02-2016,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000934670,JILMIL,237311,GEN,16-03-2009,12,MATRI MANGAL,KAPOUPAHI,SGSY,,Revived,01-07-2024,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010176477.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,30-04-2009,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000935332,JUTIYA MAHILA SHG,165981,GEN,01-01-2016,10,AKASHI,KAPOUPAHI,NRLM,,Revived,18-12-2017,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010401876.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,18-05-2017,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000934720,KANAKLATA SWA SAHAYA,280043,OBC,10-02-2002,12,KAJIRANGA,KAPOUPAHI,SGSY,,Revived,10-02-2003,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010111971.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,27-05-2003,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000935140,KASTURI ATMA SAHAYAK GOT,150803,GEN,01-12-2015,10,AKASHI,KAPOUPAHI,NRLM,,Revived,18-12-2017,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010365062.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,11-02-2016,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000934643,LAKHIMI SHG,150445,OTH,06-06-2001,12,MANALISHA,KAPOUPAHI,SGSY,,Revived,24-08-2018,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010111223.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,28-08-2001,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000935210,MADAN KAMDEV ANUSUTIAJATI MILIJULI,263824,OBC,11-08-2005,11,MANALISHA,KAPOUPAHI,SGSY,,Revived,05-07-2019,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010113457.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,26-10-2005,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000935657,MADAN KAMDEV ANUSUTIAJATI S.H.G,263845,OBC,11-08-2005,12,MANALISHA,KAPOUPAHI,SGSY,,Revived,05-07-2019,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010113456.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,26-10-2005,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000933918,MAHIMA ASG,282649,OBC,01-05-2007,11,KAJIRANGA,KAPOUPAHI,SGSY,,Revived,30-03-2009,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010114863.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,17-07-2007,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000935753,MAYOURI SHG,146563,GEN,08-02-2007,12,AKASHI,KAPOUPAHI,SGSY,,Revived,10-08-2017,Woman(Regular),-,Weekly,Weekly,25,24,shg_live_aggregation,-,-,Active,327010114394.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,21-02-2007,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000933496,MILAN JYOTI SHG,264993,GEN,01-01-2011,12,AKASHI,KAPOUPAHI,SGSY,,Revived,06-05-2022,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010203074.0,Savings,PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,27-06-2011,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000934000,MILANJYOTI ATMA SAHAYAK GOT,171866,OBC,29-08-2010,12,MANALISHA,KAPOUPAHI,SGSY,,Revived,09-10-2017,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010191197.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,29-08-2010,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000934978,MILIJULI SHG,256356,GEN,05-12-2002,12,AKASHI,KAPOUPAHI,SGSY,,Revived,03-07-2017,Woman(Regular),-,Weekly,Weekly,25,25,-,-,-,Active,327010111816.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,26-12-2002,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000935089,MOUSUMI ATMA SHG,265024,GEN,01-01-2007,11,AKASHI,KAPOUPAHI,SGSY,,Revived,10-08-2017,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010115453.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,23-04-2008,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000934230,NARJI,244907,-,17-06-2008,10,MATRI MANGAL,KAPOUPAHI,SGSY,,Revived,27-08-2024,Woman(Regular),-,Weekly,Weekly,20,12,-,-,-,Active,327010115647.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,05-08-2008,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000935563,P/S SHIB SANKAR SHG,269975,OBC,03-12-2015,12,MANALISHA,KAPOUPAHI,NRLM,,Revived,29-07-2019,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010362085.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,03-12-2015,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000935091,PASHIM ALIPUB SEUJI SHG,148135,GEN,15-04-2004,12,AKASHI,KAPOUPAHI,SGSY,,Revived,18-12-2017,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010112455.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,15-04-2004,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000933579,RANGMILI,245812,GEN,12-07-2005,7,-,-,SGSY,,Revived,16-08-2013,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327200100009925.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,04-10-2023,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000933533,RENGANI SHG,148311,OTH,10-07-2007,11,MANALISHA,KAPOUPAHI,SGSY,,Revived,09-09-2017,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010114888.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,23-07-2007,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000933892,SATYA SANDHYA SHG,233033,OBC,01-01-2016,10,KAJIRANGA,KAPOUPAHI,NRLM,,Revived,05-06-2018,Woman(Regular),-,Weekly,Weekly,40,24,-,-,-,Active,327010366076.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,24-02-2016,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000934379,SEUZI SHG,164007,GEN,05-07-2011,11,AKASHI,KAPOUPAHI,SGSY,,Revived,18-12-2017,Woman(Regular),-,Weekly,Weekly,25,24,shg_custom_hiring,-,-,Active,327010261111.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,07-02-2012,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000935384,SONALI,239711,GEN,01-01-2007,10,MATRI MANGAL,KAPOUPAHI,SGSY,,Revived,01-07-2024,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010114886.0,Savings,PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,23-07-2007,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000933483,SONALI MAHILA SHG,265004,GEN,01-11-2001,10,AKASHI,KAPOUPAHI,SGSY,,Revived,09-08-2017,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010111308.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,20-11-2001,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000933790,SRIKRISHNA,232208,OBC,05-04-2005,10,KAJIRANGA,KAPOUPAHI,SGSY,,Revived,20-10-2022,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010013125.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,11-04-2005,False
ASSAM,KAMRUP,BEZERA,AGDOLA,ALIPUB,4000935378,SWARASATI,237723,OBC,11-05-2013,11,KAJIRANGA,KAPOUPAHI,NRLM,,Revived,20-03-2018,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010199933.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,20-06-2013,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BAMUNIGAON,4000935585,BARDAISILA ,224639,ST,10-01-2007,12,MANALISHA,KAPOUPAHI,SGSY,,Revived,06-09-2017,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010115116.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,17-01-2007,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BAMUNIGAON,4000934529,BARNALI,224265,ST,12-02-2008,9,MANALISHA,KAPOUPAHI,SGSY,,Revived,07-09-2017,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010115125.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,12-02-2008,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BAMUNIGAON,4000935626,GANDHI ATMA SAHAYAK GOT,150785,ST,23-05-2008,11,MANALISHA,KAPOUPAHI,SGSY,,Revived,07-09-2017,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010115623.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,13-08-2008,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BAMUNIGAON,4000933546,MARAMI,238426,ST,06-05-2007,10,MANALISHA,KAPOUPAHI,SGSY,,Revived,10-06-2007,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010114898.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,13-09-2007,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BAMUNIGAON,4000935027,TARALI SHG,147555,SC,21-11-2015,12,MANALISHA,KAPOUPAHI,NRLM,,Revived,18-12-2017,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010368278.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,14-03-2016,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARMULA,4000935782,BANDHAN,263644,ST,14-07-2007,12,MANALISHA,KAPOUPAHI,SGSY,,Revived,10-10-2018,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010114896.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,24-07-2007,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARMULA,4000935516,MILAN JYOTI,246696,ST,12-07-2007,13,MANALISHA,KAPOUPAHI,SGSY,,Revived,10-10-2018,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010114852.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,16-07-2007,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARMULA,4000934333,MILIJULI,263641,ST,26-02-2006,12,MANALISHA,KAPOUPAHI,SGSY,,Revived,10-10-2018,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010113757.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,22-03-2006,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARMULA,4000933828,MONALISHA ATMA SHG,258512,ST,08-12-2008,13,MANALISHA,KAPOUPAHI,SGSY,,Revived,10-10-2018,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,327010117040.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,11-12-2008,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000935559,2NO BARPALAHA METATOL SUBA ATMA SAHAYAK GOT,166020,OBC,05-04-2017,10,RODALI,KAPOUPAHI,NRLM,,Revived,07-12-2017,Woman(Regular),-,Weekly,Weekly,60,36,shg_manufacturing,-,-,Active,327010111873.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,16-08-2017,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000934950,AKSHI SHG,147879,OTH,26-06-2008,12,RODALI,KAPOUPAHI,SGSY,,Revived,16-04-2024,Woman(Regular),-,Weekly,Weekly,20,36,shg_manufacturing,-,-,Active,327010115570.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,16-09-2009,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000934708,ANKUR,245823,OBC,03-01-2007,12,BIRINA,KAPOUPAHI,SGSY,,Revived,10-12-2018,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010258388.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,07-02-2007,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000934276,BARPALAHA JANANI,239687,OBC,12-05-2008,12,RODALI,KAPOUPAHI,SGSY,,Revived,11-06-2011,Woman(Regular),-,Weekly,Weekly,40,36,shg_manufacturing,-,-,Active,327010115646.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,18-06-2008,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000935674,BARPALAHA MARAMI,244172,ST,01-05-2011,11,RODALI,KAPOUPAHI,SGSY,,Revived,18-02-2021,Woman(Regular),-,Weekly,Weekly,40,36,shg_manufacturing,-,-,Active,327010403085.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,22-06-2017,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000934224,BARPALHA METATOLA SUBA ATMA SAHAYAK GOT,159268,OBC,11-12-2007,10,RODALI,KAPOUPAHI,SGSY,,Revived,06-07-2024,Woman(Regular),-,Weekly,Weekly,40,36,shg_manufacturing,-,-,Active,327010179010.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,24-04-2009,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000934627,BINAPANI,250868,OBC,06-06-2008,12,BIRINA,KAPOUPAHI,SGSY,,Revived,21-01-2021,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010116623.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,02-07-2008,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000934141,DEVI DURGA,239561,OBC,21-09-2011,11,RODALI,KAPOUPAHI,NRLM,,Revived,01-03-2018,Woman(Regular),-,Weekly,Weekly,40,36,shg_manufacturing,-,-,Active,327010258593.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,04-10-2011,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000934351,DHANSHIRI,243983,OBC,20-09-2011,10,BIRINA,KAPOUPAHI,NRLM,,Revived,24-08-2018,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010263498.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,26-04-2012,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000935661,DISHA,237720,OBC,01-11-2008,12,BIRINA,KAPOUPAHI,SGSY,,Revived,07-01-2023,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010117130.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,16-12-2008,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000935281,HIYA S.H.G,161408,OTH,05-08-2014,12,RODALI,KAPOUPAHI,NRLM,,Revived,07-12-2017,Woman(Regular),-,Weekly,Weekly,100,36,shg_manufacturing,-,-,Active,327010332965.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,21-10-2014,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000935268,JAGRITI SELF HELP GROUP,287510,OBC,19-12-2007,11,RODALI,KAPOUPAHI,SGSY,,Revived,20-03-2024,Woman(Regular),-,Weekly,Weekly,40,36,shg_manufacturing,-,-,Active,327010115212.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,19-12-2007,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000935592,JANMONI ATMA SAHAYAK GOT,164868,OBC,04-05-2008,13,BIRINA,KAPOUPAHI,SGSY,,Revived,15-08-2017,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010115582.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,29-06-2022,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000934207,JEUTI SHG,151440,OBC,25-06-2007,12,BIRINA,KAPOUPAHI,SGSY,,Revived,25-10-2017,Woman(Regular),-,Weekly,Weekly,80,24,-,-,-,Active,327010114879.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,26-09-2022,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000933941,JIBAN TRISHNA,240260,OBC,11-09-2011,11,RODALI,KAPOUPAHI,NRLM,,Revived,12-06-2018,Woman(Regular),-,Weekly,Weekly,40,36,shg_manufacturing,-,-,Active,327010258609.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,11-12-2011,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000933695,JILINGANI ATMA SAHAYAK GOT,264516,OTH,08-12-2011,11,RODALI,KAPOUPAHI,NRLM,,Revived,02-08-2017,Woman(Regular),-,Weekly,Weekly,40,36,shg_manufacturing,-,-,Active,327010258418.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,08-12-2011,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000933522,JONALI,244152,OTH,05-12-2010,11,RODALI,KAPOUPAHI,SGSY,,Revived,02-08-2017,Woman(Regular),-,Weekly,Weekly,40,36,shg_manufacturing,-,-,Active,327010112725.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,08-02-2011,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000934847,LAKHIMI,237715,OBC,17-04-2006,11,BIRINA,KAPOUPAHI,SGSY,,Revived,10-12-2017,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010113945.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,11-07-2006,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000935186,LAYANUPAM LAKHIMI ATMA SAHAYAK GOT,296353,OBC,10-05-2011,9,RODALI,KAPOUPAHI,SGSY,,Revived,02-02-2020,Woman(Regular),-,Weekly,Weekly,40,36,shg_manufacturing,-,-,Active,327010203067.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,27-06-2011,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000933735,LAYANUPAM MILIJULI,304537,OTH,06-10-2007,11,RODALI,KAPOUPAHI,SGSY,,Revived,06-07-2024,Woman(Regular),-,Weekly,Weekly,40,36,shg_manufacturing,-,-,Active,327010115161.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,21-11-2007,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000934810,LUCKY,237716,OBC,07-03-2017,12,BIRINA,KAPOUPAHI,NRLM,,Revived,07-03-2017,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010404341.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,01-08-2017,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000935724,MAA KAMAKHYA,242046,OBC,15-06-2011,12,RODALI,KAPOUPAHI,NRLM,,Revived,13-07-2018,Woman(Regular),-,Weekly,Weekly,40,36,shg_manufacturing,-,-,Active,327010258678.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,13-12-2011,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000934071,MAHAMAYA,240265,OBC,07-04-2016,11,BIRINA,KAPOUPAHI,NRLM,,Revived,27-06-2022,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010377461.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,20-05-2016,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000935117,MAINA PARIJAT S.H.G,168898,OTH,01-09-2006,10,BIRINA,KAPOUPAHI,SGSY,,Revived,15-09-2017,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010114316.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,10-01-2007,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000934253,MALAXMI SELF HELP GROUP,264506,OBC,31-07-2007,10,BIRINA,KAPOUPAHI,SGSY,,Revived,02-08-2017,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010114920.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,31-07-2007,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000934490,MILAN JYOTI,239709,OBC,05-01-2009,12,RODALI,KAPOUPAHI,SGSY,,Revived,19-05-2018,Woman(Regular),-,Weekly,Weekly,40,36,shg_manufacturing,-,-,Active,327010175029.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,05-01-2009,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000933816,MILANJYOTI,241157,OBC,16-11-2015,12,BIRINA,KAPOUPAHI,NRLM,,Revived,12-07-2023,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,47970100003403.0,Savings (Default),BARB0KSHUDR,KSHUDRAPALAHA ,BANK OF BARODA,21-11-2015,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000935345,MILIJULI,242000,OBC,14-07-2011,12,RODALI,KAPOUPAHI,NRLM,,Revived,12-07-2018,Woman(Regular),-,Weekly,Weekly,40,36,shg_manufacturing,-,-,Active,327010258074.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,01-12-2011,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000934305,MUKUTA,240269,OBC,17-08-2016,12,BIRINA,KAPOUPAHI,NRLM,,Revived,10-11-2018,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010262002.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,16-09-2016,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000934731,PRABHATI,246084,OBC,16-09-2011,10,RODALI,KAPOUPAHI,NRLM,,Revived,18-08-2017,Woman(Regular),-,Weekly,Weekly,40,24,-,-,-,Active,327010257855.0,Savings,PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,11-10-2011,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000935500,PRAGATI ATMA SAHAYAK GOUT,258466,OTH,05-05-2006,10,BIRINA,KAPOUPAHI,SGSY,,Revived,13-12-2018,Woman(Regular),-,Weekly,Weekly,25,24,-,-,-,Active,327010113934.0,Savings,PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,05-07-2006,False
ASSAM,KAMRUP,BEZERA,AGDOLA,BARPALAHA,4000934765,PUBERUN,234926,OTH,02-11-2011,10,RODALI,KAPOUPAHI,NRLM,,Revived,20-01-2018,Woman(Regular),-,Weekly,Weekly,40,36,shg_manufacturing,-,-,Active,327010259354.0,Savings (Default),PUNB0032720,Baihatacharali,PUNJAB NATIONAL BANK,22-12-2011,False
